"week","distance","change","elap30","PAT","type","field","wind","good","date","kicker"
6,20,0,1.9667,1,1,1,0,1,100895,"N_JOHNSN"
6,53,0,0.5333,0,1,1,0,1,100895,"HOLLIS"
6,32,0,21.05,0,1,1,0,1,100895,"HOLLIS"
6,19,0,18.25,0,1,1,0,1,100895,"N_JOHNSN"
6,22,0,14.8667,0,1,1,0,1,100895,"N_JOHNSN"
6,38,1,20.7667,0,1,0,0,1,100895,"CHRISTIE"
6,26,1,7.95,0,1,0,0,1,100895,"LOWERY"
6,24,1,3.9667,0,1,0,0,1,100895,"CHRISTIE"
6,32,0,0.4333,0,1,0,0,1,100895,"CHRISTIE"
6,20,0,0.2667,1,1,0,0,1,100895,"CHRISTIE"
6,20,0,24.05,1,1,0,0,1,100895,"LOWERY"
6,51,0,22.2667,0,1,0,0,1,100895,"CHRISTIE"
6,33,0,15.35,0,1,0,0,0,100895,"LOWERY"
6,20,0,9.85,1,1,0,0,1,100895,"CHRISTIE"
6,27,0,5.9333,0,1,0,0,1,100895,"CHRISTIE"
6,20,0,24.9167,1,1,1,0,1,100895,"STOYANOV"
6,20,0,17.8167,1,1,1,0,1,100895,"STOYANOV"
6,21,0,13.0667,0,1,1,0,1,100895,"BLANCHAR"
6,20,0,5,1,1,1,0,1,100895,"STOYANOV"
6,51,0,0.2833,0,1,1,0,1,100895,"STOYANOV"
6,27,0,9.9333,0,1,1,0,0,100895,"STOYANOV"
6,20,1,1.15,1,1,1,0,1,100895,"BLANCHAR"
6,49,1,0.1,0,1,1,0,0,100895,"STOYANOV"
6,27,1,0,0,1,1,0,1,100895,"BLANCHAR"
6,19,1,20.2167,0,0,0,0,1,100895,"DELGRECO"
6,38,1,14.8667,0,0,0,0,1,100895,"REVEIZ"
6,50,1,10.0833,0,0,0,0,1,100895,"DELGRECO"
6,20,0,5.4833,1,0,0,0,1,100895,"REVEIZ"
6,20,0,2.4167,1,0,0,0,1,100895,"REVEIZ"
6,44,1,6.6667,0,0,0,0,1,100895,"DELGRECO"
6,21,1,13.4,0,1,1,0,1,100995,"ELLIOTT"
6,20,0,11.4,1,1,1,0,1,100995,"CARNEY"
6,20,0,3.8833,1,1,1,0,1,100995,"ELLIOTT"
6,36,1,0.0333,0,1,1,0,1,100995,"CARNEY"
6,49,1,12.3167,0,1,1,0,1,100995,"ELLIOTT"
6,20,0,6.8333,1,1,1,0,1,100995,"CARNEY"
6,29,0,1.2,0,1,1,0,1,100995,"CARNEY"
7,50,1,18.5667,0,1,0,1,0,101595,"CHRISTIE"
7,20,0,12.7167,1,1,0,1,1,101595,"PETERSON"
7,20,1,5.6333,1,1,0,1,1,101595,"CHRISTIE"
7,20,0,22.8833,1,1,0,1,1,101595,"CHRISTIE"
7,20,0,20.85,1,1,0,1,1,101595,"CHRISTIE"
7,26,0,12.8,0,1,0,1,1,101595,"CHRISTIE"
7,20,0,4.2833,1,1,0,1,1,101595,"PETERSON"
7,20,0,10.0667,1,1,0,0,1,101595,"ANDERSON"
7,21,0,0.0333,0,1,0,0,1,101595,"DALUISO"
7,45,0,23.1167,0,1,0,0,0,101595,"ANDERSON"
7,40,0,10.4167,0,1,0,0,1,101595,"ANDERSON"
7,32,1,20.8833,0,0,0,0,1,101595,"BLANCHAR"
7,20,0,10.8833,1,0,0,0,1,101595,"BRIEN"
7,46,0,2.8833,0,0,0,0,1,101595,"BLANCHAR"
7,51,1,7.65,0,0,0,0,1,101595,"BRIEN"
7,46,1,0.7667,0,0,0,0,0,101595,"BRIEN"
7,23,1,27,0,1,1,0,1,101595,"KASAY"
7,43,0,21.1167,0,1,1,0,0,101595,"KASAY"
7,50,1,4.2833,0,1,1,0,1,101595,"LOWERY"
7,20,0,3.2833,1,1,1,0,1,101595,"LOWERY"
7,20,1,0.2167,1,1,1,0,1,101595,"KASAY"
7,20,0,21.05,1,1,1,0,1,101595,"KASAY"
7,30,0,1.0667,0,1,1,0,1,101595,"KASAY"
7,27,1,25.7667,0,1,1,0,1,101595,"ELLIOTT"
7,20,0,21.65,1,1,1,0,1,101595,"BAHR"
7,29,1,9.0167,0,1,1,0,1,101595,"BAHR"
7,20,0,5.3667,1,1,1,0,1,101595,"ELLIOTT"
7,20,0,3.1333,1,1,1,0,1,101595,"ELLIOTT"
7,20,0,25,0,1,1,0,1,101595,"BAHR"
7,20,0,6.7667,1,1,1,0,1,101595,"ELLIOTT"
7,20,0,2.1167,1,1,1,0,1,101595,"BAHR"
7,51,1,28.2833,0,1,1,0,1,101595,"REVEIZ"
7,20,0,23,1,1,1,0,1,101595,"HUSTED"
7,20,0,0.4333,1,1,1,0,1,101595,"HUSTED"
7,43,0,0,0,1,1,0,1,101595,"REVEIZ"
7,36,0,19.6,0,1,1,0,1,101595,"HUSTED"
7,23,1,0.9333,0,1,1,0,1,101595,"REVEIZ"
7,53,1,0,0,1,1,0,0,101595,"REVEIZ"
7,51,1,0,0,1,1,0,1,101595,"HUSTED"
7,54,0,23.95,0,0,0,0,0,101595,"STOYANOV"
7,47,0,20.3333,0,0,0,0,0,101595,"LOHMILLE"
7,52,0,4.4,0,0,0,0,0,101595,"LOHMILLE"
7,20,0,0.1167,0,0,0,0,1,101595,"STOYANOV"
7,20,0,26.25,1,0,0,0,0,101595,"LOHMILLE"
7,20,0,21.7167,1,0,0,0,1,101595,"STOYANOV"
7,20,0,19.8167,1,0,0,0,1,101595,"LOHMILLE"
7,20,0,12,1,0,0,0,1,101595,"LOHMILLE"
7,42,1,20.7,0,1,1,0,1,101595,"JACKE"
7,43,0,6.8333,0,1,1,0,1,101595,"JACKE"
7,20,0,27.4167,1,1,1,0,1,101595,"HANSON"
7,20,0,21.9667,1,1,1,0,1,101595,"JACKE"
7,20,0,19.0833,1,1,1,0,1,101595,"HANSON"
7,20,0,13.8333,1,1,1,0,1,101595,"HANSON"
7,20,0,7.9667,0,1,1,0,1,101595,"JACKE"
7,20,0,19.5,1,1,1,0,1,101595,"BONIOL"
7,20,0,3.9667,1,1,1,0,1,101595,"BONIOL"
7,30,0,5.45,0,1,1,0,1,101595,"BONIOL"
7,25,1,20.3333,0,1,1,0,1,101595,"BUTLER"
7,20,0,15.1333,1,1,1,0,1,101595,"HOLLIS"
7,49,0,3.9667,0,1,1,0,1,101595,"HOLLIS"
7,20,1,1.25,1,1,1,0,1,101595,"BUTLER"
7,20,0,24.1833,1,1,1,0,1,101595,"BUTLER"
7,20,0,14.3667,1,1,1,0,1,101595,"HOLLIS"
7,20,0,12.4667,1,1,1,0,1,101595,"BUTLER"
7,40,0,8.75,0,1,1,0,1,101595,"HOLLIS"
7,20,0,0.45,1,1,1,0,1,101595,"HOLLIS"
7,54,1,0,0,1,1,0,0,101595,"HOLLIS"
7,20,0,16.75,1,1,0,0,1,101295,"MCLAUGLI"
7,20,0,11.15,1,1,0,0,1,101295,"MCLAUGLI"
7,28,0,3.0833,0,1,0,0,0,101295,"MCLAUGLI"
7,20,0,3.0833,1,1,0,0,1,101295,"ANDERSEN"
7,40,0,0,0,1,0,0,1,101295,"ZENDEJAS"
7,48,0,22.45,0,1,0,0,0,101295,"ZENDEJAS"
7,45,0,11.9667,0,1,0,0,1,101295,"ZENDEJAS"
8,44,0,7.4,0,1,0,0,1,102295,"STOYANOV"
8,48,0,0.0333,0,1,0,0,1,102295,"STOYANOV"
8,20,0,27.1333,1,1,0,0,1,102295,"LOWERY"
8,20,0,17.15,1,1,0,0,1,102295,"STOYANOV"
8,20,1,13.0833,1,1,0,0,1,102295,"LOWERY"
8,20,1,18.2167,1,0,0,0,0,102295,"CARNEY"
8,48,0,4.7333,0,0,0,0,1,102295,"PETERSON"
8,20,0,1.9,1,0,0,0,1,102295,"CARNEY"
8,20,0,14.4,1,0,0,0,1,102295,"CARNEY"
8,27,0,10.5,0,0,0,0,1,102295,"PETERSON"
8,29,1,13.4167,0,1,1,0,1,102295,"LOHMILLE"
8,45,1,4.8667,0,1,1,0,1,102295,"KASAY"
8,20,0,22.65,1,1,1,0,1,102295,"KASAY"
8,20,0,19.2833,1,1,1,0,1,102295,"KASAY"
8,37,0,12.6833,0,1,1,0,1,102295,"KASAY"
8,20,0,20.7333,1,1,1,0,1,102295,"ELAM"
8,20,1,18.5167,1,1,1,0,1,102295,"ELLIOTT"
8,35,1,9.7667,0,1,1,0,0,102295,"ELLIOTT"
8,20,0,2.75,1,1,1,0,1,102295,"ELLIOTT"
8,20,0,24.3333,1,1,1,0,1,102295,"ELLIOTT"
8,20,0,18.7,1,1,1,0,1,102295,"HOLLIS"
8,20,0,15.8833,1,1,1,0,0,102295,"HOLLIS"
8,29,0,4.8667,0,1,1,0,1,102295,"STOVER"
8,20,0,0.8167,1,1,1,0,1,102295,"HOLLIS"
8,21,0,19.4,0,1,1,0,1,102295,"STOVER"
8,31,0,1.1667,0,1,1,0,1,102295,"HOLLIS"
8,28,1,27.7,0,1,1,0,1,102295,"BUTLER"
8,22,0,20.2833,0,1,1,0,1,102295,"BUTLER"
8,20,0,17.7333,1,1,1,0,1,102295,"BUTLER"
8,20,0,12.9667,1,1,1,0,1,102295,"BUTLER"
8,47,0,4.6,0,1,1,0,1,102295,"BUTLER"
8,20,0,0.1333,1,1,1,0,1,102295,"DELGRECO"
8,20,0,21.3667,1,1,1,0,1,102295,"DELGRECO"
8,39,0,17.1833,0,1,1,0,1,102295,"DELGRECO"
8,20,0,10.3,1,1,1,0,1,102295,"BUTLER"
8,20,0,2.3833,1,1,1,0,1,102295,"DELGRECO"
8,26,1,24.6,0,1,1,0,1,102295,"MURRAY"
8,20,0,12.6167,1,1,1,0,1,102295,"MURRAY"
8,20,0,8.3,0,1,1,0,1,102295,"HANSON"
8,20,1,1.0833,1,1,1,0,1,102295,"HANSON"
8,49,1,0,0,1,1,0,0,102295,"MURRAY"
8,20,0,19.9833,1,1,1,0,1,102295,"HANSON"
8,20,1,15.7667,1,1,1,0,1,102295,"MURRAY"
8,39,1,9.9833,0,1,1,0,1,102295,"HANSON"
8,20,0,5.4333,1,1,1,0,1,102295,"MURRAY"
8,20,0,3.35,1,1,1,0,1,102295,"HANSON"
8,39,1,0.0667,0,1,1,0,1,102295,"MURRAY"
8,20,0,17.1833,1,1,1,0,1,102295,"HUSTED"
8,20,1,14.8167,1,1,1,0,1,102295,"ANDERSEN"
8,20,0,8.55,1,1,1,0,1,102295,"ANDERSEN"
8,20,1,4.1833,1,1,1,0,1,102295,"HUSTED"
8,20,1,21.2333,1,1,1,0,1,102295,"HUSTED"
8,39,1,1.7333,0,1,1,0,0,102295,"HUSTED"
8,30,1,7.3,0,1,1,0,1,102295,"ANDERSEN"
8,25,0,21.5333,0,1,0,0,1,102295,"MCLAUGLI"
8,38,0,12.9167,0,1,0,0,1,102295,"ZENDEJAS"
8,20,0,4.1333,1,1,0,0,1,102295,"ZENDEJAS"
8,30,0,1.6833,0,1,0,0,0,102295,"MCLAUGLI"
8,20,0,27.4833,1,1,0,0,0,102295,"ZENDEJAS"
8,20,0,26.3167,1,1,0,0,1,102295,"ZENDEJAS"
8,20,0,17.5333,1,1,0,0,1,102295,"ZENDEJAS"
8,20,0,2.4833,1,1,0,0,1,102295,"MCLAUGLI"
8,20,0,25.8333,1,1,1,1,1,102295,"JACKE"
8,20,1,20.8333,1,1,1,1,1,102295,"REVEIZ"
8,20,0,13.8833,1,1,1,1,1,102295,"JACKE"
8,51,0,8.9667,0,1,1,1,0,102295,"JACKE"
8,20,1,1,1,1,1,1,1,102295,"REVEIZ"
8,37,1,0.2,0,1,1,1,0,102295,"JACKE"
8,20,0,11.85,1,1,1,1,1,102295,"JACKE"
8,20,0,11.05,1,1,1,1,1,102295,"JACKE"
8,20,0,5.2167,1,1,1,1,1,102295,"REVEIZ"
8,39,1,25.5333,0,1,0,0,0,101995,"N_JOHNSN"
8,36,1,11.4667,0,1,0,0,0,101995,"N_JOHNSN"
8,20,0,9.1,1,1,0,0,1,101995,"PELFREY"
8,31,0,0.2833,0,1,0,0,1,101995,"PELFREY"
8,20,0,25.9333,1,1,0,0,1,101995,"PELFREY"
8,28,0,22.8167,0,1,0,0,1,101995,"N_JOHNSN"
8,20,0,19.6167,1,1,0,0,1,101995,"PELFREY"
8,38,0,14.8333,0,1,0,0,1,101995,"N_JOHNSN"
8,23,0,7.7333,0,1,0,0,1,101995,"PELFREY"
8,20,0,25.5667,1,1,1,0,1,102395,"BAHR"
8,23,0,22.4333,0,1,1,0,1,102395,"CHRISTIE"
8,23,0,16.4167,0,1,1,0,1,102395,"CHRISTIE"
8,20,0,9.9333,1,1,1,0,1,102395,"BAHR"
8,20,0,1.95,1,1,1,0,1,102395,"BAHR"
8,42,0,18.9833,0,1,1,0,0,102395,"BAHR"
8,24,0,6.3833,0,1,1,0,1,102395,"BAHR"
9,20,0,13,1,1,0,1,1,102995,"ANDERSON"
9,20,0,0.1333,0,1,0,1,1,102995,"ANDERSON"
9,62,0,0,0,1,0,1,0,102995,"MCLAUGLI"
9,32,0,22.95,0,1,0,1,0,102995,"MCLAUGLI"
9,29,0,17.4333,0,1,0,1,1,102995,"MCLAUGLI"
9,20,0,6.2667,1,1,0,1,1,102995,"ANDERSON"
9,20,0,23.1,1,1,1,0,1,102995,"G_DAVIS"
9,20,0,22.8667,1,1,1,0,1,102995,"PETERSON"
9,20,1,11.1333,1,1,1,0,1,102995,"PETERSON"
9,27,1,0,0,1,1,0,0,102995,"G_DAVIS"
9,44,0,19.9667,0,1,0,0,1,102995,"STOVER"
9,37,1,1.1333,0,1,0,0,1,102995,"PELFREY"
9,36,1,0.15,0,1,0,0,1,102995,"STOVER"
9,63,1,0,0,1,0,0,0,102995,"PELFREY"
9,38,1,23.9167,0,1,0,0,1,102995,"STOVER"
9,20,0,20.5333,1,1,0,0,1,102995,"PELFREY"
9,20,0,5.5833,1,1,0,0,1,102995,"STOVER"
9,20,0,2.85,1,1,0,0,1,102995,"STOVER"
9,20,1,0.25,1,1,0,0,1,102995,"PELFREY"
9,24,1,22.4167,0,1,1,0,1,102995,"STOYANOV"
9,32,1,14.8667,0,1,1,0,1,102995,"CHRISTIE"
9,20,0,20.05,1,1,1,0,1,102995,"STOYANOV"
9,20,0,11.5833,1,1,1,0,1,102995,"STOYANOV"
9,22,0,1.9333,0,1,1,0,1,102995,"STOYANOV"
9,42,1,26.4333,0,0,0,0,1,102995,"LOWERY"
9,46,1,21.7,0,0,0,0,1,102995,"BLANCHAR"
9,20,0,4.4333,1,0,0,0,1,102995,"BLANCHAR"
9,20,0,0,1,0,0,0,1,102995,"BLANCHAR"
9,20,0,11.75,1,0,0,0,1,102995,"LOWERY"
9,20,0,27.2167,1,1,1,0,1,102995,"DALUISO"
9,20,0,10.85,1,1,1,0,1,102995,"DALUISO"
9,20,0,9.2,1,1,1,0,1,102995,"DALUISO"
9,31,0,1.1,0,1,1,0,1,102995,"DALUISO"
9,52,0,0.0833,0,1,1,0,1,102995,"MURRAY"
9,27,0,13.6,0,1,1,0,1,102995,"MURRAY"
9,37,1,20.9667,0,1,1,0,0,102995,"ZENDEJAS"
9,20,0,14.9167,1,1,1,0,1,102995,"ZENDEJAS"
9,20,0,7.7667,0,1,1,0,1,102995,"LOHMILLE"
9,43,0,1.8667,0,1,1,0,0,102995,"LOHMILLE"
9,28,0,11.5833,0,1,1,0,0,102995,"LOHMILLE"
9,20,0,19.2833,1,1,0,1,1,102995,"N_JOHNSN"
9,20,0,14.8833,1,1,0,1,1,102995,"N_JOHNSN"
9,36,0,12.5333,0,1,0,1,1,102995,"N_JOHNSN"
9,20,0,14.9333,0,0,0,0,1,102995,"JACKE"
9,20,0,14.5667,1,0,0,0,1,102995,"HANSON"
9,20,0,3.55,1,0,0,0,1,102995,"JACKE"
9,20,0,0.95,1,0,0,0,1,102995,"HANSON"
9,50,0,23.8,0,0,0,0,1,102995,"JACKE"
9,28,0,16.75,0,0,0,0,1,102995,"JACKE"
9,38,0,9.6667,0,0,0,0,1,102995,"HANSON"
9,20,1,26.5833,1,0,0,0,1,102995,"ANDERSEN"
9,20,0,5.5667,1,0,0,0,1,102995,"BONIOL"
9,20,0,0.25,1,0,0,0,1,102995,"BONIOL"
9,20,0,26.5167,1,0,0,0,1,102995,"BONIOL"
9,40,0,17.8333,0,0,0,0,1,102995,"ANDERSEN"
9,20,0,10.2333,1,0,0,0,1,102995,"BONIOL"
9,19,1,20.45,0,0,0,0,1,102995,"DELGRECO"
9,20,1,10.7,1,0,0,0,1,102995,"HUSTED"
9,41,1,1.4167,0,0,0,0,1,102995,"DELGRECO"
9,20,0,15.4333,1,0,0,0,1,102995,"DELGRECO"
9,50,0,12.3333,0,0,0,0,0,102995,"DELGRECO"
9,39,0,0.35,0,0,0,0,1,102995,"DELGRECO"
9,22,1,7.1333,0,0,0,0,1,103095,"REVEIZ"
9,20,0,2.3833,1,0,0,0,1,103095,"BUTLER"
9,20,0,0.4167,1,0,0,0,1,103095,"BUTLER"
10,40,1,24.6,0,1,1,0,1,110595,"BUTLER"
10,20,0,9.7,1,1,1,0,1,110595,"N_JOHNSN"
10,20,0,8.1,1,1,1,0,1,110595,"BUTLER"
10,40,1,2.6667,0,1,1,0,1,110595,"N_JOHNSN"
10,20,0,1.65,1,1,1,0,1,110595,"N_JOHNSN"
10,20,0,22.3833,1,1,1,0,1,110595,"BUTLER"
10,46,0,19.2833,0,1,1,0,1,110595,"N_JOHNSN"
10,27,0,14.8333,0,1,1,0,1,110595,"BUTLER"
10,20,1,12.3167,1,1,1,0,1,110595,"N_JOHNSN"
10,20,0,8.7667,1,1,1,0,1,110595,"BUTLER"
10,44,0,3.8833,0,1,1,0,0,110595,"BUTLER"
10,20,1,1.1,1,1,1,0,1,110595,"N_JOHNSN"
10,24,1,0,0,1,1,0,1,110595,"N_JOHNSN"
10,32,1,26.2333,0,0,0,0,1,110595,"ANDERSEN"
10,20,0,22.8667,1,0,0,0,1,110595,"ANDERSEN"
10,47,0,14.1667,0,0,0,0,1,110595,"ANDERSEN"
10,42,0,0.0167,0,0,0,0,0,110595,"ANDERSEN"
10,20,0,19.9833,1,0,0,0,1,110595,"ANDERSEN"
10,20,0,11.35,1,0,0,0,1,110595,"HANSON"
10,44,0,3.6167,0,0,0,0,0,110595,"ANDERSEN"
10,39,1,19.65,0,1,1,0,1,110595,"KASAY"
10,20,0,15.8833,1,1,1,0,1,110595,"KASAY"
10,47,0,5.6833,0,1,1,0,1,110595,"KASAY"
10,20,0,13.7167,1,1,1,0,1,110595,"ZENDEJAS"
10,32,0,6.6167,0,1,1,0,0,110595,"ZENDEJAS"
10,20,0,26.4,1,0,0,0,1,110595,"CHRISTIE"
10,20,1,22.8333,1,0,0,0,1,110595,"BLANCHAR"
10,39,1,16.9333,0,0,0,0,1,110595,"CHRISTIE"
10,23,0,9.0667,0,0,0,0,1,110595,"CHRISTIE"
10,33,0,3.8667,0,0,0,0,1,110595,"CHRISTIE"
10,37,0,25.4,0,0,0,0,1,110595,"BLANCHAR"
10,38,0,1.9333,0,0,0,0,0,110595,"CHRISTIE"
10,20,0,26.2,1,1,1,0,1,110595,"ELAM"
10,20,0,23.3333,1,1,1,0,1,110595,"ELAM"
10,31,0,17.2333,0,1,1,0,1,110595,"G_DAVIS"
10,20,0,14.9333,1,1,1,0,1,110595,"ELAM"
10,53,0,6.3667,0,1,1,0,1,110595,"ELAM"
10,20,0,0.0667,0,1,1,0,1,110595,"G_DAVIS"
10,54,0,24.9667,0,1,1,0,0,110595,"G_DAVIS"
10,20,0,24.2333,1,1,1,0,1,110595,"ELAM"
10,20,0,7.85,1,1,1,0,1,110595,"ELAM"
10,20,0,22.4333,1,1,1,0,1,110595,"ELLIOTT"
10,20,0,11.8667,1,1,1,0,1,110595,"ELLIOTT"
10,29,0,5.4667,0,1,1,0,1,110595,"MURRAY"
10,38,0,0.0167,0,1,1,0,1,110595,"ELLIOTT"
10,20,0,2.4333,1,1,1,0,1,110595,"ELLIOTT"
10,20,0,17.0333,1,0,0,0,1,110595,"BIASUCCI"
10,20,1,12.2,1,0,0,0,1,110595,"BRIEN"
10,35,1,3.85,0,0,0,0,1,110595,"BRIEN"
10,26,0,21.85,0,0,0,0,1,110595,"BRIEN"
10,32,0,15.9333,0,0,0,0,1,110595,"BIASUCCI"
10,42,0,3.3,0,0,0,0,1,110595,"BRIEN"
10,52,0,2.5833,0,0,0,0,0,110595,"BIASUCCI"
10,20,0,25,1,0,0,0,1,110595,"PETERSON"
10,23,0,21.2667,0,0,0,0,1,110595,"DALUISO"
10,20,0,19.1833,1,0,0,0,1,110595,"PETERSON"
10,20,0,15.65,1,0,0,0,1,110595,"PETERSON"
10,20,0,11.6667,1,0,0,0,1,110595,"DALUISO"
10,23,1,25.5,0,0,0,0,1,110595,"PETERSON"
10,41,0,13.55,0,0,0,0,1,110595,"PETERSON"
10,32,1,1.45,0,0,0,0,1,110595,"PETERSON"
10,20,0,5.6,1,1,0,0,1,110595,"BAHR"
10,29,0,0.5167,0,1,0,0,1,110595,"BAHR"
10,20,0,18.7667,1,1,0,0,1,110595,"BAHR"
10,33,1,24.6167,0,1,1,0,1,110595,"CARNEY"
10,20,0,19.4167,1,1,1,0,1,110595,"STOYANOV"
10,39,0,21.3333,0,1,1,0,1,110595,"CARNEY"
10,20,0,19.3167,1,1,1,0,1,110595,"STOYANOV"
10,36,1,10.0667,0,1,1,0,1,110595,"STOYANOV"
10,20,0,7.3667,1,1,1,0,1,110595,"STOYANOV"
10,44,0,15.1,0,1,1,0,1,110595,"DELGRECO"
10,50,0,12.1333,0,1,1,0,0,110595,"STOVER"
10,20,0,7.2667,1,1,1,0,1,110595,"DELGRECO"
10,20,0,1.1167,1,1,1,0,1,110595,"DELGRECO"
10,20,0,23.6667,1,1,1,0,1,110595,"DELGRECO"
10,37,0,14.9167,0,1,1,0,1,110595,"DELGRECO"
10,20,0,13.0667,1,1,1,0,1,110595,"DELGRECO"
10,20,0,26.4833,1,0,0,0,1,110595,"JACKE"
10,20,1,18.8333,1,0,0,0,1,110595,"REVEIZ"
10,36,1,16.7833,0,0,0,0,1,110595,"REVEIZ"
10,50,1,7.45,0,0,0,0,1,110595,"JACKE"
10,46,0,0.1167,0,0,0,0,1,110595,"JACKE"
10,20,1,27.05,1,0,0,0,1,110595,"REVEIZ"
10,20,0,23.6333,1,0,0,0,1,110595,"REVEIZ"
10,36,1,28.2833,0,1,0,1,1,110695,"ANDERSON"
10,20,0,25.6167,1,1,0,1,1,110695,"BONIOL"
10,42,0,1.7,0,1,0,1,1,110695,"BONIOL"
10,20,0,12.8167,1,1,0,1,1,110695,"BONIOL"
10,37,0,4.75,0,1,0,1,1,110695,"BONIOL"
11,20,0,24.6833,1,1,1,0,1,111295,"BUTLER"
11,20,0,18.8333,1,1,1,0,1,111295,"JACKE"
11,20,1,14.9333,1,1,1,0,1,111295,"BUTLER"
11,20,0,6.3167,1,1,1,0,1,111295,"JACKE"
11,20,1,0.1167,1,1,1,0,1,111295,"BUTLER"
11,20,0,17.7833,1,1,1,0,1,111295,"BUTLER"
11,20,1,17.45,1,1,1,0,1,111295,"JACKE"
11,20,0,9.2833,1,1,1,0,1,111295,"JACKE"
11,20,0,28.9833,1,1,0,1,1,111295,"WILKINS"
11,20,0,14.25,1,1,0,1,1,111295,"WILKINS"
11,20,0,6.5,1,1,0,1,1,111295,"BONIOL"
11,20,0,1.8,1,1,0,1,1,111295,"WILKINS"
11,26,0,27.1167,0,1,0,1,1,111295,"BONIOL"
11,37,0,17.3667,0,1,0,1,1,111295,"BONIOL"
11,20,0,4.3167,1,1,0,1,1,111295,"BONIOL"
11,20,0,20.9833,1,1,0,1,1,111295,"ANDERSEN"
11,20,1,17.1833,1,1,0,1,1,111295,"CHRISTIE"
11,44,1,15.3333,0,1,0,1,0,111295,"ANDERSEN"
11,20,0,1.05,1,1,0,1,1,111295,"CHRISTIE"
11,50,0,0.0833,0,1,0,1,1,111295,"ANDERSEN"
11,23,0,24.7,0,1,0,1,1,111295,"CHRISTIE"
11,20,1,23.35,1,1,0,1,1,111295,"ANDERSEN"
11,38,1,17.85,0,1,0,1,1,111295,"CHRISTIE"
11,21,0,1.9333,0,1,0,1,1,111295,"CHRISTIE"
11,43,1,16.9833,0,0,0,0,0,111295,"KASAY"
11,20,0,10.7833,1,0,0,0,1,111295,"BIASUCCI"
11,20,0,1.2,1,0,0,0,1,111295,"KASAY"
11,23,0,22.6167,0,0,0,0,1,111295,"KASAY"
11,20,0,14.9333,1,0,0,0,1,111295,"BIASUCCI"
11,20,0,13.2833,1,0,0,0,1,111295,"BIASUCCI"
11,20,0,4.3667,1,0,0,0,1,111295,"KASAY"
11,20,0,28.2833,1,0,0,0,1,111295,"PELFREY"
11,40,0,24.45,0,0,0,0,1,111295,"DELGRECO"
11,20,0,22.75,1,0,0,0,1,111295,"DELGRECO"
11,33,1,18.2833,0,0,0,0,1,111295,"PELFREY"
11,27,0,5.5833,0,0,0,0,1,111295,"PELFREY"
11,34,0,0,0,0,0,0,1,111295,"DELGRECO"
11,20,0,22.9333,1,0,0,0,1,111295,"PELFREY"
11,34,0,11.4333,0,0,0,0,1,111295,"DELGRECO"
11,20,0,9.75,1,0,0,0,1,111295,"PELFREY"
11,23,0,1.95,0,0,0,0,1,111295,"DELGRECO"
11,43,1,26.8667,0,1,1,0,1,111295,"REVEIZ"
11,32,0,19.5667,0,1,1,0,0,111295,"REVEIZ"
11,20,0,13.0167,1,1,1,0,1,111295,"REVEIZ"
11,20,0,8.5833,1,1,1,0,1,111295,"G_DAVIS"
11,39,0,0.0167,0,1,1,0,1,111295,"G_DAVIS"
11,44,0,28.8333,0,1,1,0,1,111295,"G_DAVIS"
11,20,0,12.2833,1,1,1,0,1,111295,"REVEIZ"
11,20,0,25.1833,1,1,1,0,1,111295,"PETERSON"
11,20,1,21.5,1,1,1,0,1,111295,"HOLLIS"
11,20,0,15,1,1,1,0,1,111295,"PETERSON"
11,20,0,10.9333,1,1,1,0,1,111295,"PETERSON"
11,26,1,1.3667,0,1,1,0,1,111295,"HOLLIS"
11,50,0,0,0,1,1,0,1,111295,"HOLLIS"
11,20,1,25.95,1,1,1,0,1,111295,"PETERSON"
11,20,0,13.7833,1,1,1,0,1,111295,"PETERSON"
11,29,0,10.6167,0,1,1,0,1,111295,"HOLLIS"
11,20,0,1.05,1,1,1,0,1,111295,"PETERSON"
11,20,1,23.4667,1,1,0,0,1,111295,"ELAM"
11,44,0,14.7667,0,1,0,0,1,111295,"ELAM"
11,20,0,9.9,1,1,0,0,1,111295,"ANDERSON"
11,48,0,16.9,0,1,0,0,1,111295,"ELAM"
11,52,0,14.8333,0,1,0,0,0,111295,"ANDERSON"
11,20,0,11.6333,1,1,0,0,1,111295,"ANDERSON"
11,39,0,5.4333,0,1,0,0,1,111295,"ANDERSON"
11,20,0,4.75,1,0,0,0,1,111295,"BLANCHAR"
11,20,1,1.15,1,0,0,0,1,111295,"BRIEN"
11,45,1,20.05,0,0,0,0,0,111295,"BLANCHAR"
11,20,0,15.2833,1,0,0,0,1,111295,"BRIEN"
11,20,1,13.2333,1,0,0,0,1,111295,"BLANCHAR"
11,20,0,22.3833,1,0,0,0,1,111295,"HANSON"
11,20,1,18.25,1,0,0,0,1,111295,"HUSTED"
11,20,0,8.9,1,0,0,0,1,111295,"HANSON"
11,20,0,5.1667,1,0,0,0,1,111295,"HUSTED"
11,43,0,1.5167,0,0,0,0,0,111295,"HUSTED"
11,34,1,0.2167,0,0,0,0,0,111295,"HANSON"
11,29,1,23.5667,0,0,0,0,1,111295,"HANSON"
11,18,1,13.2,0,0,0,0,1,111295,"HANSON"
11,20,0,5.35,1,0,0,0,1,111295,"HANSON"
11,20,0,0.7,1,0,0,0,1,111295,"HUSTED"
11,20,0,21.85,1,1,1,0,1,111295,"ELLIOTT"
